reference,credit_date,credit_amount
ORD2559,2026-07-07,17967.95
ORD2560,2026-07-24,36150.64
ORD2561,2026-07-06,1230.76
ORD2562,2026-07-21,2341.34
ORD2563,2026-07-18,42957.21
ORD2564,2026-07-29,31900.3
ORD2565,2026-07-25,4595.19
ORD2566,2026-07-28,41811.89
ORD2567,2026-07-17,5170.4
ORD2568,2026-07-12,31788.29
ORD2570,2026-07-08,19671.08
ORD2571,2026-07-06,10122.23
ORD2572,2026-07-07,31720.78
ORD2572,2026-07-07,31720.78
ORD2573,2026-07-03,36169.63
ORD2574,2026-07-11,24874.74
ORD2575,2026-07-13,40575.22
ORD2576,2026-07-07,34690.89
ORD2577,2026-07-18,7268.68
ORD2578,2026-07-18,35175.36
ORD2579,2026-07-15,42805.01
ORD2580,2026-07-12,18805.38
ORD2582,2026-07-14,20970.97
ORD2583,2026-07-29,30693.66
ORD2584,2026-07-16,1612.84
ORD2585,2026-07-24,39795.49
ORD2586,2026-07-10,3333.2
ORD2587,2026-07-27,15756.89
ORD2589,2026-07-28,22506.4
ORD2590,2026-07-27,38762.14
ORD2591,2026-07-05,13857.7
ORD2592,2026-07-23,32793.3
ORD2594,2026-07-09,4646.18
ORD2595,2026-07-07,20500.67
ORD2596,2026-07-24,1389.21
ORD2597,2026-07-26,38385.44
ORD2598,2026-07-13,37947.89
ORD2599,2026-07-12,23591.74
ORD2600,2026-07-16,27840.96
ORD2601,2026-07-26,16320.24
ORD2602,2026-07-20,10574.79
ORD2603,2026-07-25,25145.51
ORD2604,2026-07-11,29119.22
ORD2605,2026-07-21,10936.49
ORD2606,2026-07-19,26616.95
ORD2607,2026-07-28,24671.5
ORD2607,2026-07-28,24671.5
ORD2608,2026-07-16,3550.34
ORD2609,2026-07-15,4339.74
ORD2610,2026-07-25,26200.73
ORD2611,2026-07-22,13598.72
ORD2612,2026-07-02,42874.25
ORD2613,2026-07-09,10549.14
ORD2614,2026-07-06,30705.97
ORD2615,2026-07-16,5153.51
ORD2616,2026-07-17,8827.56
ORD2617,2026-07-16,6789.45
ORD2617,2026-07-16,6789.45
ORD2618,2026-07-25,31014.62
ORD2619,2026-07-25,18098.95
ORD2620,2026-07-17,9774.5
ORD2621,2026-07-30,14601.22
ORD2622,2026-07-14,24086.15
ORD2624,2026-07-09,8895.17
ORD2625,2026-07-15,20472.23
ORD2626,2026-07-03,10080.99
ORD2627,2026-07-06,28306.59
ORD2628,2026-07-24,35388.25
ORD2629,2026-07-17,3035.55
ORD2630,2026-07-24,20430.93
ORD2631,2026-07-13,37631.03
ORD2632,2026-07-05,33736.87
ORD2633,2026-07-03,38571.79
ORD2634,2026-07-09,7343.59
ORD2635,2026-07-03,8602.3
ORD2635,2026-07-03,8602.3
ORD2636,2026-07-19,32837.22
ORD2637,2026-07-11,28331.54
ORD2638,2026-07-11,39775.81
ORD2639,2026-07-08,37031.75
ORD2640,2026-07-18,1386.23
ORD2641,2026-07-08,18655.04
ORD2642,2026-07-04,34768.4
ORD2643,2026-07-27,6169.69
ORD2644,2026-07-05,31423.51
ORD2645,2026-07-16,11268.72
ORD2646,2026-07-14,27080.04
ORD2647,2026-07-20,2232.78
ORD2648,2026-07-06,17051.8
ORD2649,2026-07-21,40158.14
ORD2650,2026-07-21,26528.29
ORD2651,2026-07-21,41034.02
ORD2652,2026-07-20,13891.65
ORD2653,2026-07-25,40915.31
ORD2654,2026-07-14,30627.53
ORD2655,2026-07-26,22454.32
ORD2656,2026-07-22,8828.89
ORD2657,2026-07-13,23208.0
ORD2657,2026-07-13,23208.0
ORD2658,2026-07-04,18742.63
ORD2659,2026-07-21,8275.15
ORD2660,2026-07-20,14739.08
ORD2661,2026-07-14,12930.85
ORD2661,2026-07-14,12930.85
ORD2662,2026-07-17,11693.82
ORD2663,2026-07-17,31055.64
ORD2664,2026-07-23,5620.44
ORD2666,2026-07-03,15140.65
ORD2667,2026-07-25,10215.08
ORD2668,2026-07-28,3520.21
ORD2670,2026-07-14,11386.4
ORD2671,2026-07-07,34139.58
ORD2672,2026-07-17,34091.0
ORD2673,2026-07-13,20028.5
ORD2674,2026-07-11,26355.97
ORD2675,2026-07-08,39374.74
ORD2676,2026-07-13,553.93
ORD2678,2026-07-19,16530.7
ORD2679,2026-07-11,31358.68
ORD2679,2026-07-11,31358.68
ORD2680,2026-07-06,11972.25
ORD2681,2026-07-12,41110.03
ORD2681,2026-07-12,41110.03
ORD2682,2026-07-27,891.26
ORD2683,2026-07-02,8877.03
ORD2684,2026-07-20,21096.28
ORD2684,2026-07-20,21096.28
ORD2685,2026-07-08,35977.98
ORD2686,2026-07-04,24186.37
ORD2688,2026-07-20,8814.56
ORD2689,2026-07-02,42802.99
ORD2690,2026-07-22,40724.11
ORD2691,2026-07-07,42894.35
ORD2692,2026-07-28,28845.41
ORD2693,2026-07-24,8813.41
ORD2695,2026-07-20,2231.77
ORD2696,2026-07-11,13328.69
ORD2697,2026-07-18,43242.66
ORD2698,2026-07-23,21478.64
ORD2699,2026-07-07,30827.75
ORD2700,2026-07-05,12896.32
ORD2701,2026-07-04,25478.88
ORD2702,2026-07-12,27690.49
ORD2703,2026-07-24,27598.65
ORD2704,2026-07-06,33052.92
ORD2705,2026-07-13,1962.04
ORD2706,2026-07-26,11453.8
ORD2707,2026-07-30,18395.82
ORD2708,2026-07-24,30670.3
ORD2711,2026-07-12,11346.04
ORD2712,2026-07-22,3631.46
ORD2713,2026-07-28,22298.03
ORD2714,2026-07-03,18519.66
ORD2715,2026-07-16,10005.93
ORD2716,2026-07-16,28256.48
ORD2717,2026-07-21,21394.73
ORD2718,2026-07-30,29429.9
ORD2719,2026-07-14,21938.22
ORD2720,2026-07-07,28628.91
ORD2721,2026-07-18,6021.35
ORD2722,2026-07-23,34857.41
ORD2723,2026-07-03,2157.37
ORD2724,2026-07-23,12499.87
ORD2725,2026-07-04,6492.97
ORD2726,2026-07-25,25382.87
ORD2727,2026-07-07,23426.17
ORD2728,2026-07-05,14968.19
ORD2729,2026-07-27,709.19
ORD2730,2026-07-14,7685.5
ORD2731,2026-07-20,31261.68
ORD2732,2026-07-15,36069.94
ORD2733,2026-07-04,40691.0
ORD2734,2026-07-10,8513.57
ORD2735,2026-07-07,9253.31
ORD2736,2026-07-08,38236.35
ORD2736,2026-07-08,38236.35
ORD2737,2026-07-20,30665.42
ORD2738,2026-07-10,31583.24
ORD2739,2026-07-30,22623.75
ORD2740,2026-07-14,41815.31
ORD2741,2026-07-18,29292.26
ORD2742,2026-07-11,15074.24
ORD2743,2026-07-07,9925.54
ORD2744,2026-07-06,28808.02
ORD2744,2026-07-06,28808.02
ORD2745,2026-07-19,4713.84
ORD2746,2026-07-06,16342.59
ORD2747,2026-07-13,38774.69
ORD2748,2026-07-07,10855.13
ORD2749,2026-07-27,23127.49
ORD2750,2026-07-29,36858.02
ORD2751,2026-07-17,32357.84
ORD2752,2026-07-15,32662.35
ORD2753,2026-07-20,8551.2
ORD2753,2026-07-20,8551.2
ORD2754,2026-07-05,2138.12
ORD2755,2026-07-16,12053.99
ORD2757,2026-07-27,20213.49
ORD2758,2026-07-25,32070.64
ORD2759,2026-07-16,12392.22
ORD2760,2026-07-15,32809.5
ORD2761,2026-07-27,7068.92
ORD2762,2026-07-16,19741.16
ORD2763,2026-07-11,32830.91
ORD2764,2026-07-24,23609.71
ORD2765,2026-07-27,15651.66
ORD2766,2026-07-15,27973.65
ORD2767,2026-07-15,1513.77
ORD2768,2026-07-19,22087.87
ORD2769,2026-07-05,32908.74
ORD2770,2026-07-10,4098.51
ORD2771,2026-07-05,14973.93
ORD2772,2026-07-06,4939.17
ORD2773,2026-07-23,21018.52
ORD2774,2026-07-21,38162.2
ORD2775,2026-07-17,9669.25
ORD2778,2026-07-24,42878.37
ORD2778,2026-07-24,42878.37
ORD2779,2026-07-15,10192.86
ORD2780,2026-07-17,10063.36
ORD2781,2026-07-18,5306.85
ORD2782,2026-07-24,4280.37
ORD2783,2026-07-14,11692.53
ORD2784,2026-07-13,35678.17
ORD2785,2026-07-17,16438.16
ORD2786,2026-07-24,16466.53
ORD2788,2026-07-17,17755.85
ORD2789,2026-07-19,29650.98
ORD2790,2026-07-17,29850.83
ORD2791,2026-07-03,31875.83
ORD2792,2026-07-13,17894.54
ORD2793,2026-07-09,3345.66
ORD2794,2026-07-11,17930.17
ORD2795,2026-07-03,6226.51
ORD2796,2026-07-16,40167.47
ORD2797,2026-07-12,35817.62
ORD2798,2026-07-14,31241.29
ORD2799,2026-07-05,38338.69
ORD2800,2026-07-16,32935.02
ORD2801,2026-07-25,5766.69
ORD2802,2026-07-19,14139.74
ORD2803,2026-07-14,12385.11
ORD2804,2026-07-29,13351.02
ORD2806,2026-07-21,36700.32
ORD2808,2026-07-29,3295.68
ORD2808,2026-07-29,3295.68
ORD2810,2026-07-04,5909.38
ORD2811,2026-07-22,19571.06
ORD2812,2026-07-04,11184.26
ORD2814,2026-07-07,13102.49
ORD2814,2026-07-07,13102.49
ORD2815,2026-07-14,13728.4
ORD2816,2026-07-24,3319.19
ORD2817,2026-07-06,43305.38
ORD2818,2026-07-11,2875.3
ORD2818,2026-07-11,2875.3
ORD2819,2026-07-10,38097.13
ORD2820,2026-07-28,22958.42
ORD2821,2026-07-20,18975.34
ORD2822,2026-07-15,24666.5
ORD2823,2026-07-02,12025.61
ORD2824,2026-07-30,25397.11
ORD2825,2026-07-14,23028.66
ORD2826,2026-07-18,33081.74
ORD2827,2026-07-22,19992.5
ORD2827,2026-07-22,19992.5
ORD2828,2026-07-11,11008.03
ORD2829,2026-07-05,40077.88
ORD2830,2026-07-24,2852.9
ORD2831,2026-07-27,19402.99
ORD2832,2026-07-04,39802.29
ORD2832,2026-07-04,39802.29
ORD2833,2026-07-07,18335.26
ORD2834,2026-07-03,33890.13
ORD2835,2026-07-17,15694.0
ORD2836,2026-07-04,41754.72
ORD2838,2026-07-24,12227.86
ORD2839,2026-07-04,16615.44
ORD2840,2026-07-09,11572.15
ORD2842,2026-07-07,7458.63
ORD2843,2026-07-06,35419.25
ORD2844,2026-07-13,30486.0
ORD2845,2026-07-15,37609.7
ORD2846,2026-07-16,8060.13
ORD2847,2026-07-08,11721.55
ORD2848,2026-07-06,26444.27
ORD2849,2026-07-07,23595.37
ORD2850,2026-07-07,21852.85
ORD2852,2026-07-25,28503.28
ORD2853,2026-07-27,43165.18
ORD2855,2026-07-17,6315.85
ORD2856,2026-07-13,32885.09
ORD2857,2026-07-20,37404.56
ORD2858,2026-07-23,825.6
ORD2859,2026-07-14,10080.85
ORD2860,2026-07-28,19458.51
ORD2861,2026-07-11,43907.52
ORD2862,2026-07-22,6995.23
ORD2863,2026-07-10,30833.79
ORD2864,2026-07-13,38306.43
ORD2864,2026-07-13,38306.43
ORD2865,2026-07-12,22520.06
ORD2866,2026-07-17,22337.82
ORD2867,2026-07-13,25640.64
ORD2869,2026-07-21,28022.38
ORD2870,2026-07-07,40808.67
ORD2871,2026-07-13,12645.1
ORD2872,2026-07-07,9975.08
ORD2873,2026-07-09,25896.4
ORD2874,2026-07-28,15615.82
ORD2875,2026-07-18,14503.37
ORD2876,2026-07-05,2874.63
ORD2877,2026-07-19,41991.12
ORD2878,2026-07-22,36154.01
ORD2879,2026-08-02,32393.11
ORD2880,2026-07-07,514.3
ORD2881,2026-07-20,22074.05
ORD2882,2026-07-26,29250.06
ORD2883,2026-07-22,39475.39
ORD2884,2026-07-25,35266.52
ORD2885,2026-07-02,4454.29
ORD2886,2026-07-17,10594.0
ORD2887,2026-07-07,4088.04
ORD2888,2026-07-26,20143.64
ORD2889,2026-07-08,26093.45
ORD2890,2026-07-16,38832.73
ORD2891,2026-07-15,20132.97
ORD2892,2026-07-15,1025.14
ORD2893,2026-07-20,32988.91
ORD2894,2026-07-25,39672.27
ORD2894,2026-07-25,39672.27
ORD2895,2026-07-30,33680.2
ORD2895,2026-07-30,33680.2
ORD2896,2026-07-24,25643.25
ORD2897,2026-07-24,24256.59
ORD2899,2026-07-30,3086.41
ORD2900,2026-07-13,2324.52
ORD2900,2026-07-13,2324.52
ORD2901,2026-07-10,31587.31
ORD2902,2026-07-27,17915.16
ORD2903,2026-07-06,33135.06
ORD2903,2026-07-06,33135.06
ORD2904,2026-07-27,19236.85
ORD2905,2026-07-12,24552.67
ORD2906,2026-07-21,28121.25
ORD2907,2026-07-14,30653.22
ORD2908,2026-07-07,3625.78
ORD2909,2026-08-02,10921.23
ORD2910,2026-07-26,24862.9
ORD2911,2026-07-16,15860.43
ORD2912,2026-07-06,37818.07
ORD2913,2026-07-10,4242.36
ORD2914,2026-07-19,12719.92
ORD2915,2026-07-26,34924.19
ORD2915,2026-07-26,34924.19
ORD2916,2026-07-17,1790.15
ORD2917,2026-07-08,21947.04
ORD2918,2026-07-24,24445.81
ORD2919,2026-07-03,31651.67
ORD2920,2026-07-08,29052.45
ORD2921,2026-07-19,34697.18
ORD2921,2026-07-19,34697.18
ORD2922,2026-07-27,17680.75
ORD2923,2026-07-22,35113.63
ORD2924,2026-07-29,27822.32
ORD2925,2026-07-15,34630.8
ORD2926,2026-07-14,25617.75
ORD2927,2026-07-26,704.87
ORD2928,2026-07-24,21909.42
ORD2929,2026-07-23,668.4
ORD2930,2026-07-27,5091.41
ORD2931,2026-07-24,33493.84
ORD2932,2026-07-28,26345.11
ORD2933,2026-07-12,10790.28
ORD2934,2026-07-20,17573.5
ORD2935,2026-07-28,13882.34
ORD2936,2026-07-20,917.75
ORD2937,2026-07-10,35990.03
ORD2938,2026-07-02,25846.35
ORD2939,2026-07-04,1508.13
ORD2940,2026-07-04,30888.78
ORD2941,2026-07-06,7035.86
ORD2942,2026-07-08,10228.57
ORD2943,2026-07-04,21824.02
ORD2944,2026-07-10,29183.09
ORD2944,2026-07-10,29183.09
ORD2945,2026-07-28,43283.64
ORD2946,2026-07-12,34566.78
ORD2947,2026-07-18,22963.46
ORD2948,2026-07-26,26652.67
ORD2949,2026-07-19,6213.08
ORD2950,2026-07-25,43077.97
ORD2951,2026-07-16,42014.31
ORD2952,2026-07-24,39339.58
ORD2953,2026-07-07,32863.77
ORD2954,2026-07-29,19076.99
ORD2955,2026-07-12,21332.67
ORD2955,2026-07-12,21332.67
ORD2956,2026-07-08,34183.3
ORD2957,2026-07-22,32673.81
ORD2958,2026-07-26,4533.46
ORD2959,2026-07-18,1110.25
ORD2960,2026-07-17,2898.32
ORD2960,2026-07-17,2898.32
ORD2962,2026-07-02,12332.75
ORD2963,2026-07-14,14878.44
ORD2964,2026-07-28,25560.91
ORD2964,2026-07-28,25560.91
ORD2965,2026-07-07,16318.86
ORD2966,2026-07-27,41169.92
ORD2967,2026-07-07,8196.21
ORD2968,2026-07-11,31673.31
ORD2969,2026-07-07,8402.14
ORD2970,2026-07-13,39005.4
ORD2971,2026-07-25,1792.17
ORD2972,2026-07-09,5916.92
ORD2973,2026-07-16,7400.72
ORD2974,2026-07-03,5912.37
ORD2976,2026-07-15,33595.8
ORD2977,2026-07-04,38045.38
ORD2977,2026-07-04,38045.38
ORD2978,2026-07-30,28008.26
ORD2979,2026-07-30,11709.1
ORD2980,2026-07-10,14927.9
ORD2982,2026-07-09,18527.85
ORD2983,2026-07-08,11378.97
ORD2984,2026-07-16,18699.9
ORD2985,2026-07-03,36348.93
ORD2986,2026-07-10,19742.3
ORD2987,2026-07-22,1411.5
ORD2988,2026-07-28,34848.13
ORD2989,2026-07-23,33589.88
ORD2990,2026-07-27,6059.23
ORD2991,2026-07-19,3796.44
ORD2992,2026-07-28,9579.82
ORD2993,2026-07-26,21164.8
ORD2995,2026-07-17,38261.8
ORD2996,2026-07-23,24143.29
ORD2999,2026-07-09,43966.94
ORD3000,2026-07-08,42530.93
ORD3001,2026-07-09,24239.46
ORD3002,2026-07-09,39844.43
ORD3003,2026-07-17,29401.36
ORD3004,2026-07-15,19275.62
ORD3006,2026-07-09,29878.78
ORD3007,2026-07-18,9184.85
ORD3008,2026-07-24,19124.77
ORD3009,2026-07-07,8408.1
ORD3010,2026-07-15,10744.51
ORD3011,2026-07-19,21468.13
ORD3012,2026-07-16,14493.53
ORD3013,2026-07-08,30699.0
ORD3014,2026-07-11,4137.4
ORD3015,2026-07-18,10733.48
ORD3016,2026-07-07,5801.14
ORD3017,2026-07-22,12357.4
ORD3018,2026-07-09,30594.47
ORD3019,2026-07-12,40746.62
ORD3020,2026-07-28,42799.24
ORD3021,2026-07-10,43904.62
ORD3022,2026-07-17,36412.19
ORD3023,2026-07-26,10620.5
ORD3024,2026-07-21,20517.32
ORD3025,2026-07-10,25380.49
ORD3026,2026-07-17,31828.99
ORD3027,2026-07-17,22500.2
ORD3028,2026-07-14,31404.38
ORD3029,2026-07-17,17051.46
ORD3030,2026-07-11,5220.13
ORD3030,2026-07-11,5220.13
ORD3031,2026-07-26,39845.31
ORD3032,2026-07-21,17890.84
ORD3033,2026-07-10,39266.27
ORD3034,2026-07-26,35936.55
ORD3035,2026-07-25,24894.85
ORD3036,2026-07-23,833.39
ORD3037,2026-07-26,11854.1
ORD3038,2026-07-02,17168.96
ORD3039,2026-08-01,6753.23
ORD3040,2026-07-24,12531.26
ORD3041,2026-07-11,4955.39
ORD3042,2026-07-10,29003.91
ORD3043,2026-07-30,1963.75
ORD3044,2026-07-21,28900.99
ORD3045,2026-07-24,18098.96
ORD3046,2026-07-27,27737.41
ORD3047,2026-07-24,5618.25
ORD3048,2026-07-08,41735.94
ORD3048,2026-07-08,41735.94
ORD3049,2026-07-11,32930.22
ORD3050,2026-07-26,27220.09
ORD3051,2026-07-16,3245.4
ORD3052,2026-07-30,40433.41
ORD3053,2026-07-07,9451.73
ORD3054,2026-07-30,42864.06
ORD3055,2026-07-08,36858.52
ORD3056,2026-07-04,36013.0
ORD3057,2026-07-25,24397.89
ORD3058,2026-07-24,43111.3
ORD3058,2026-07-24,43111.3
ORD3059,2026-07-09,3939.6
ORD3060,2026-07-04,24536.43
ORD3061,2026-07-25,19506.28
ORD3062,2026-07-05,7758.42
ORD3063,2026-07-30,25842.79
ORD3064,2026-07-17,24589.63
ORD3065,2026-07-17,42760.23
ORD3066,2026-07-05,16896.42
ORD3067,2026-07-03,29061.37
ORD3068,2026-07-18,37240.77
ORD3069,2026-07-22,1609.69
ORD3070,2026-07-09,14055.78
ORD3071,2026-07-12,24840.36
ORD3072,2026-07-07,22334.28
ORD3073,2026-07-05,35724.26
ORD3073,2026-07-05,35724.26
ORD3074,2026-07-10,16275.2
ORD3074,2026-07-10,16275.2
ORD3075,2026-07-28,8966.59
ORD3076,2026-07-15,37912.63
ORD3077,2026-07-14,11644.23
ORD3078,2026-07-02,18412.15
ORD3079,2026-07-24,44002.9
ORD3080,2026-07-17,18258.41
ORD3081,2026-07-16,25663.76
ORD3083,2026-07-18,25042.91
ORD3084,2026-07-22,20548.51
ORD3084,2026-07-22,20548.51
ORD3085,2026-07-07,7503.62
ORD3086,2026-07-03,2848.95
ORD3087,2026-07-13,39007.54
ORD3088,2026-07-14,23679.18
ORD3089,2026-07-13,15125.05
ORD3090,2026-07-10,27210.53
ORD3091,2026-07-27,40845.01
ORD3092,2026-07-14,30042.63
ORD3093,2026-07-03,1152.23
ORD3093,2026-07-03,1152.23
ORD3094,2026-07-20,10012.34
ORD3095,2026-07-10,22274.94
ORD3096,2026-07-29,26205.51
ORD3097,2026-07-18,42023.6
ORD3098,2026-07-08,29595.43
ORD3099,2026-07-21,20405.78
ORD3100,2026-07-22,25895.4
ORD3101,2026-07-28,38994.89
ORD3102,2026-07-08,34832.66
ORD3103,2026-07-18,42442.81
ORD3104,2026-07-26,41517.43
ORD3105,2026-07-16,16143.02
ORD3105,2026-07-16,16143.02
ORD3106,2026-07-20,28205.3
ORD3107,2026-07-21,18244.12
ORD3108,2026-07-19,7197.45
ORD3109,2026-07-04,4386.72
ORD3110,2026-07-24,17520.18
ORD3111,2026-07-05,9436.86
ORD3112,2026-07-09,14749.99
ORD3113,2026-07-15,35243.0
ORD3115,2026-07-04,33429.59
ORD3116,2026-07-12,2019.65
ORD3116,2026-07-12,2019.65
ORD3117,2026-07-26,31546.11
ORD3117,2026-07-26,31546.11
ORD3118,2026-07-28,6750.31
ORD3119,2026-07-20,35189.33
ORD3120,2026-07-26,3262.75
ORD3122,2026-07-08,9738.53
ORD3123,2026-07-26,7968.22
ORD3124,2026-07-16,31949.04
ORD3125,2026-07-10,24165.29
ORD3127,2026-07-20,15589.09
ORD3128,2026-07-09,5538.87
ORD3129,2026-07-23,1472.75
ORD3130,2026-07-24,19207.19
ORD3131,2026-07-29,28661.44
ORD3132,2026-07-19,27912.26
ORD3133,2026-07-02,40711.63
ORD3134,2026-07-21,31115.22
ORD3135,2026-07-06,31015.68
ORD3136,2026-07-15,5588.96
ORD3137,2026-07-26,10526.38
ORD3138,2026-07-12,6140.33
ORD3139,2026-07-26,41199.39
ORD3140,2026-07-13,20102.82
ORD3141,2026-07-25,34336.96
ORD3142,2026-07-21,28868.13
ORD3143,2026-07-19,18848.84
ORD3144,2026-07-13,13468.14
ORD3146,2026-07-12,3810.83
ORD3147,2026-07-16,14265.66
ORD3148,2026-07-10,36684.53
ORD3149,2026-07-03,1726.14
ORD3150,2026-07-28,16998.49
ORD3151,2026-07-03,16920.37
ORD3152,2026-08-03,33926.46
ORD3153,2026-07-07,26797.38
ORD3154,2026-07-08,19842.92
ORD3155,2026-07-26,13657.85
ORD3156,2026-07-22,10417.57
ORD3157,2026-07-09,6098.77
ORD3157,2026-07-09,6098.77
ORD3158,2026-08-01,30214.05
ORD3159,2026-07-03,6525.93
ORD3161,2026-07-28,7590.36
ORD3162,2026-07-03,40585.65
ORD3162,2026-07-03,40585.65
ORD3163,2026-07-11,10633.4
ORD3165,2026-07-07,23475.19
ORD3166,2026-07-26,37770.4
ORD3167,2026-07-29,22786.44
ORD3168,2026-07-24,37762.11
ORD3169,2026-07-22,11765.96
ORD3170,2026-07-17,35209.62
ORD3171,2026-07-17,39150.41
ORD3172,2026-07-13,11148.36
ORD3173,2026-07-11,5592.31
ORD3174,2026-07-09,26125.57
ORD3175,2026-07-12,8478.54
ORD3176,2026-07-20,13136.81
ORD3177,2026-07-16,25217.39
ORD3178,2026-07-22,37982.65
ORD3179,2026-07-05,31312.68
ORD3180,2026-07-20,33274.33
ORD3181,2026-07-07,29067.18
ORD3182,2026-07-10,13166.05
ORD3183,2026-07-06,28821.63
ORD3184,2026-07-23,31505.16
ORD3184,2026-07-23,31505.16
ORD3185,2026-07-23,951.76
ORD3186,2026-07-23,10080.27
ORD3187,2026-07-28,23060.37
ORD3188,2026-07-21,890.17
ORD3189,2026-07-26,3284.72
ORD3190,2026-07-09,39682.24
ORD3191,2026-07-12,21861.1
ORD3192,2026-07-15,32716.87
ORD3193,2026-07-09,3990.65
ORD3194,2026-07-30,31313.4
ORD3195,2026-07-26,19482.15
ORD3196,2026-07-19,38914.57
ORD3197,2026-07-13,6288.7
ORD3198,2026-07-12,11954.86
ORD3199,2026-07-02,13532.61
ORD3200,2026-07-09,22384.4
ORD3201,2026-07-13,30729.82
ORD3202,2026-07-29,2950.47
ORD3203,2026-07-07,7047.87
ORD3203,2026-07-07,7047.87
ORD3204,2026-07-25,14298.12
ORD3205,2026-07-05,20991.54
ORD3206,2026-07-17,8106.94
ORD3207,2026-07-23,17881.11
ORD3208,2026-07-23,9378.61
ORD3209,2026-07-12,38247.9
ORD3210,2026-07-08,17339.09
ORD3211,2026-07-08,14460.05
ORD3212,2026-07-02,20357.61
ORD3213,2026-07-04,6719.05
ORD3214,2026-07-28,30038.26
ORD3216,2026-07-05,42231.28
ORD3217,2026-07-09,23813.12
ORD3218,2026-07-14,39910.36
ORD3219,2026-07-20,20942.78
ORD3220,2026-07-17,11613.87
ORD3222,2026-07-26,25079.69
ORD3223,2026-07-18,9419.92
ORD3224,2026-07-20,25008.91
ORD3225,2026-07-16,14111.91
ORD3226,2026-07-03,6980.28
ORD3227,2026-07-06,33008.24
ORD3229,2026-07-17,2122.13
ORD3229,2026-07-17,2122.13
ORD3230,2026-07-11,3029.08
ORD3232,2026-07-17,25852.52
ORD3233,2026-07-02,29128.35
ORD3234,2026-07-24,32265.94
ORD3235,2026-07-17,1840.78
ORD3236,2026-07-24,31348.28
ORD3237,2026-07-07,25576.74
ORD3238,2026-07-30,31057.78
ORD3239,2026-07-29,18441.43
ORD3240,2026-07-23,23557.47
ORD3241,2026-07-16,41480.3
ORD3242,2026-07-18,41387.08
ORD3243,2026-07-24,2202.08
ORD3243,2026-07-24,2202.08
ORD3244,2026-07-22,18880.47
ORD3245,2026-07-03,21364.27
ORD3246,2026-07-15,40542.8
ORD3247,2026-07-17,2780.11
ORD3248,2026-07-18,43811.36
ORD3249,2026-07-11,2865.31
ORD3250,2026-07-25,4029.86
ORD3251,2026-07-07,33143.16
ORD3252,2026-07-28,9794.12
ORD3253,2026-07-06,16099.07
ORD3254,2026-07-30,16884.4
ORD3255,2026-07-09,8230.98
ORD3256,2026-07-29,22821.33
ORD3257,2026-07-12,18558.56
ORD3258,2026-07-06,42266.64
ORD3259,2026-07-28,10686.77
ORD3259,2026-07-28,10686.77
ORD3260,2026-07-16,31866.14
ORD3261,2026-07-06,13638.3
ORD3262,2026-07-13,6870.01
ORD3263,2026-07-03,38943.71
ORD3264,2026-07-22,23838.75
ORD3265,2026-07-03,24710.67
ORD3266,2026-07-17,33474.27
ORD3267,2026-07-23,12267.81
ORD3268,2026-07-22,10489.68
ORD3269,2026-07-15,28641.91
ORD3270,2026-07-12,2895.81
ORD3271,2026-07-20,14171.53
ORD3272,2026-07-16,12110.37
ORD3272,2026-07-16,12110.37
ORD3273,2026-07-22,35773.55
ORD3274,2026-07-08,23794.19
ORD3275,2026-07-29,31679.02
ORD3275,2026-07-29,31679.02
ORD3276,2026-07-09,7380.44
ORD3277,2026-07-04,15688.83
ORD3278,2026-07-04,17818.87
ORD3279,2026-07-25,6616.1
ORD3280,2026-07-03,33215.76
ORD3281,2026-07-08,21053.78
ORD3282,2026-07-14,21061.24
ORD3283,2026-07-21,2499.75
ORD3284,2026-08-02,3831.03
ORD3285,2026-07-06,13413.66
ORD3286,2026-07-17,26101.97
ORD3287,2026-07-25,5343.41
ORD3288,2026-07-28,27271.8
ORD3289,2026-07-16,43514.84
ORD3291,2026-07-25,32020.48
ORD3292,2026-07-17,33815.93
ORD3293,2026-07-20,2975.54
ORD3294,2026-07-27,22294.36
ORD3295,2026-07-25,22565.91
ORD3296,2026-07-25,13034.37
ORD3296,2026-07-25,13034.37
ORD3297,2026-07-24,27079.4
ORD3298,2026-07-13,29195.61
ORD3299,2026-07-22,30064.6
ORD3300,2026-07-22,3045.52
ORD3301,2026-07-20,32362.4
ORD3302,2026-07-18,7043.53
ORD3303,2026-07-03,14534.49
ORD3304,2026-07-29,27119.67
ORD3305,2026-07-24,29006.37
ORD3306,2026-07-25,43621.2
ORD3307,2026-07-06,29306.39
ORD3308,2026-07-28,29651.54
ORD3309,2026-07-15,36249.79
ORD3309,2026-07-15,36249.79
ORD3310,2026-07-19,37506.9
ORD3311,2026-07-03,17190.17
ORD3312,2026-07-08,3227.27
ORD3313,2026-07-17,6654.44
ORD3314,2026-07-07,8024.03
ORD3315,2026-07-29,37360.97
ORD3316,2026-07-27,34051.24
ORD3317,2026-07-08,18429.43
ORD3318,2026-07-26,10948.7
ORD3319,2026-07-03,5022.1
ORD3320,2026-07-19,41345.66
ORD3321,2026-07-21,31098.79
ORD3322,2026-07-26,36280.58
ORD3323,2026-07-03,9264.76
ORD3325,2026-07-12,27345.62
ORD3327,2026-07-17,27407.22
ORD3327,2026-07-17,27407.22
ORD3328,2026-07-17,29429.5
ORD3329,2026-07-27,28571.79
ORD3330,2026-07-09,27833.14
